index,pos,block_num,PEDOT_spd,PEDOT_rt,Grid_rt,Electrode_dep_T,Electrode_anneal_T,Grid_anneal_T,Electrode_amb_dep_T,Electrode_dep_humidity,DD_S315,DD_PV416,DD_PGMEA,T_air_Grid,Grid_Dep_Humidity,Web_speed_Grid,Web_speed_Active,Flow0_Active,Flow1_Active,Flow2_Active,Active_layer_Head_T,Active_layer_annealing_T,Active_layer2_annealing_T,Active_amb_dep_T,Active_humid,DD_DCB,DD_Y6,DD_PD10,Web_speed_ETL,Flow0_ETL,T_heater1_ETL,T_heater2_ETL,T_air_ETL,Humidity_ETL,DD_IPA,DD_ZnO,TDD of active,Donor fraction,voc,jsc,ff,pce
0,5,1,600,200,0.3,59.99,139.99,130,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,74.81,32.58,130,24.6,47.69,1333.333333,16,10.66666667,300,15,129.98,130.01,26.59,42.3,500,14,26.66666667,0.4,0,-7.150948571,0,0.3858
1,10,1,600,200,0.3,59.99,139.99,130,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,74.81,32.58,130,24.6,47.69,1333.333333,16,10.66666667,300,15,129.98,130.01,26.59,42.3,500,14,26.66666667,0.4,0,-8.602954286,0,0.265309143
2,15,1,600,200,0.3,59.99,139.99,130,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,74.81,32.58,130,24.6,47.69,1333.333333,16,10.66666667,300,15,129.98,130.01,26.59,42.3,500,14,26.66666667,0.4,0.206659151,-9.218468571,26.65789574,0.507854476
3,20,1,600,200,0.3,59.99,139.99,130,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,74.81,32.58,130,24.6,47.69,1333.333333,16,10.66666667,300,15,129.98,130.01,26.59,42.3,500,14,26.66666667,0.4,0.39089915,-10.09858095,30.13812355,1.189710476
4,25,1,600,200,0.3,59.99,139.99,129.9966667,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,74.81,32.58,130,24.6,47.69,1333.333333,16,10.66666667,300,15,129.98,130.0083333,26.59,42.3,500,14,26.66666667,0.4,0.410122012,-10.46704762,28.59284245,1.227424
5,30,1,600,200,0.3,59.99,139.99,129.9933333,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,74.81,32.58,130,24.6,47.69,1333.333333,16,10.66666667,300,15,129.98,130.0066667,26.59,42.3,500,14,26.66666667,0.4,0,-7.721134286,0,0.068557905
6,35,1,600,200,0.3,59.98666667,139.9816667,129.99,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,75.25166667,33.03166667,129.9983333,24.6,47.695,1333.333333,16,10.66666667,300,15,129.98,130.005,26.59,42.31166667,500,14,26.66666667,0.4,0.317077723,-9.309504762,28.36136978,0.837181286
7,40,1,600,200,0.3,59.98333333,139.9733333,129.9866667,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,75.69333333,33.48333333,129.9966667,24.6,47.7,1333.333333,16,10.66666667,300,15,129.98,130.0033333,26.59,42.32333333,500,14,26.66666667,0.4,0.392021057,-9.797733333,32.28023129,1.239857143
8,45,1,600,200,0.3,59.98,139.965,129.9833333,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,76.135,33.935,129.995,24.6,47.705,1333.333333,16,10.66666667,300,15,129.98,130.0016667,26.59,42.335,500,14,26.66666667,0.4,0.414016428,-10.50804762,33.44385106,1.45497619
9,50,1,600,200,0.3,59.97666667,139.9566667,129.98,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,76.57666667,34.38666667,129.9933333,24.6,47.71,1333.333333,16,10.66666667,300,15,129.98,130,26.59,42.34666667,500,14,26.66666667,0.4,0.294682598,-9.092951429,28.46563672,0.762746571
10,55,1,600,200,0.3,59.97333333,139.9483333,129.9783333,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,77.01833333,34.83833333,129.9916667,24.6,47.715,1333.333333,16,10.66666667,300,15,129.98,130.0016667,26.59,42.35833333,500,14,26.66666667,0.4,0.458459357,-9.420845714,32.65246213,1.410284286
11,60,1,600,200,0.3,59.97,139.94,129.9766667,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,77.46,35.29,129.99,24.6,47.72,1333.333333,16,10.66666667,300,15,129.98,130.0033333,26.59,42.37,500,14,26.66666667,0.4,0.302872955,-8.979639048,27.87800591,0.758195286
12,65,1,600,200,0.3,59.975,139.9433333,129.975,24.54166667,49.75,6666.666667,3000,2000,24.54166667,49.75,600,300,40,0,0,77.88,35.72833333,129.9883333,24.6,47.72,1333.333333,16,10.66666667,300,15,129.9833333,130.005,26.59,42.38,500,14,26.66666667,0.4,0,-8.325226667,0,0.284338667
13,70,1,600,200,0.3,59.98,139.9466667,129.9733333,24.54333333,49.75,6666.666667,3000,2000,24.54333333,49.75,600,300,40,0,0,78.3,36.16666667,129.9866667,24.6,47.72,1333.333333,16,10.66666667,300,15,129.9866667,130.0066667,26.59,42.39,500,14,26.66666667,0.4,0,-5.936380952,0,0.065445762
14,75,1,600,200,0.3,59.985,139.95,129.9716667,24.545,49.75,6666.666667,3000,2000,24.545,49.75,600,300,40,0,0,78.72,36.605,129.985,24.6,47.72,1333.333333,16,10.66666667,300,15,129.99,130.0083333,26.59,42.4,500,14,26.66666667,0.4,0,-6.900107619,0,0.145303905
15,80,1,600,200,0.3,59.99,139.9533333,129.97,24.54666667,49.75,6666.666667,3000,2000,24.54666667,49.75,600,300,40,0,0,79.14,37.04333333,129.9833333,24.6,47.72,1333.333333,16,10.66666667,300,15,129.9933333,130.01,26.59,42.41,500,14,26.66666667,0.4,0,-7.152724762,0,0.253300762
16,85,1,600,200,0.3,59.995,139.9566667,129.975,24.54833333,49.75,6666.666667,3000,2000,24.54833333,49.75,600,300,40,0,0,79.56,37.48166667,129.9816667,24.6,47.72,1333.333333,16,10.66666667,300,15,129.9966667,130.005,26.59,42.42,500,14,26.66666667,0.4,0.521745546,-9.898771429,33.1881581,1.714048857
17,90,1,600,200,0.3,60,139.96,129.98,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,79.98,37.92,129.98,24.6,47.72,1333.333333,16,10.66666667,300,15,130,130,26.59,42.43,500,14,26.66666667,0.4,0.273658178,-9.302151429,27.74337199,0.706238
18,95,1,600,200,0.3,59.99166667,139.9516667,129.985,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,80.40666667,38.40166667,129.98,24.6,47.715,1333.333333,16,10.66666667,300,15,129.995,129.995,26.59,42.42,500,14,26.66666667,0.4,0.235208743,-9.843390476,25.34910451,0.586895524
19,100,1,600,200,0.3,59.98333333,139.9433333,129.99,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,80.83333333,38.88333333,129.98,24.6,47.71,1333.333333,16,10.66666667,300,15,129.99,129.99,26.59,42.41,500,14,26.66666667,0.4,0.252059541,-9.342461905,26.32867566,0.620002571
20,105,1,600,200,0.3,59.975,139.935,129.995,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,81.26,39.365,129.98,24.6,47.705,1333.333333,16,10.66666667,300,15,129.985,129.985,26.59,42.4,500,14,26.66666667,0.4,0.364053126,-10.15489524,27.46478301,1.015351429
21,110,1,600,200,0.3,59.96666667,139.9266667,130,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,81.68666667,39.84666667,129.98,24.6,47.7,1333.333333,16,10.66666667,300,15,129.98,129.98,26.59,42.39,500,14,26.66666667,0.4,0.526567395,-10.14727619,32.31687252,1.726763143
22,115,1,600,200,0.3,59.95833333,139.9183333,130.0016667,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,82.11333333,40.32833333,129.98,24.6,47.695,1333.333333,16,10.66666667,300,15,129.975,129.9816667,26.59,42.38,500,14,26.66666667,0.4,0.318929485,-9.608266667,28.29049322,0.866922429
23,120,1,600,200,0.3,59.95,139.91,130.0033333,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,82.54,40.81,129.98,24.6,47.69,1333.333333,16,10.66666667,300,15,129.97,129.9833333,26.59,42.37,500,14,26.66666667,0.4,0.451058449,-10.60527619,29.13596004,1.393747619
24,125,1,600,200,0.3,59.94666667,139.92,130.005,24.54833333,49.75,6666.666667,3000,2000,24.54833333,49.75,600,300,40,0,0,82.95666667,41.28166667,129.9816667,24.6,47.685,1333.333333,16,10.66666667,300,15,129.9733333,129.985,26.58833333,42.35333333,500,14,26.66666667,0.4,0.544202049,-11.27991429,33.88237603,2.079887429
25,130,1,600,200,0.3,59.94333333,139.93,130.0066667,24.54666667,49.75,6666.666667,3000,2000,24.54666667,49.75,600,300,40,0,0,83.37333333,41.75333333,129.9833333,24.6,47.68,1333.333333,16,10.66666667,300,15,129.9766667,129.9866667,26.58666667,42.33666667,500,14,26.66666667,0.4,0.60467909,-11.0277619,37.90973646,2.527918667
26,135,1,600,200,0.3,59.94,139.94,130.0083333,24.545,49.75,6666.666667,3000,2000,24.545,49.75,600,300,40,0,0,83.79,42.225,129.985,24.6,47.675,1333.333333,16,10.66666667,300,15,129.98,129.9883333,26.585,42.32,500,14,26.66666667,0.4,0.602501932,-12.06160952,40.22851873,2.923464
27,140,1,600,200,0.3,59.93666667,139.95,130.01,24.54333333,49.75,6666.666667,3000,2000,24.54333333,49.75,600,300,40,0,0,84.20666667,42.69666667,129.9866667,24.6,47.67,1333.333333,16,10.66666667,300,15,129.9833333,129.99,26.58333333,42.30333333,500,14,26.66666667,0.4,0.484500667,-10.6859619,31.54493678,1.633193571
28,145,1,600,200,0.3,59.93333333,139.96,130.0166667,24.54166667,49.75,6666.666667,3000,2000,24.54166667,49.75,600,300,40,0,0,84.62333333,43.16833333,129.9883333,24.6,47.665,1333.333333,16,10.66666667,300,15,129.9866667,129.9933333,26.58166667,42.28666667,500,14,26.66666667,0.4,0.611119824,-11.52950476,40.16801719,2.830201905
29,150,1,600,200,0.3,59.93,139.97,130.0233333,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,85.04,43.64,129.99,24.6,47.66,1333.333333,16,10.66666667,300,15,129.99,129.9966667,26.58,42.27,500,14,26.66666667,0.4,0.635713283,-11.08426667,41.73448357,2.940785143
30,155,1,600,200,0.3,59.94,139.9733333,130.03,24.54166667,49.75,6666.666667,3000,2000,24.54166667,49.75,600,300,40,0,0,85.45833333,44.10166667,129.9883333,24.6,47.66,1333.333333,16,10.66666667,300,15,129.9933333,130,26.58,42.28166667,500,14,26.66666667,0.4,0.61827402,-11.6817619,40.34068323,2.913617905
31,160,1,600,200,0.3,59.95,139.9766667,130.0366667,24.54333333,49.75,6666.666667,3000,2000,24.54333333,49.75,600,300,40,0,0,85.87666667,44.56333333,129.9866667,24.6,47.66,1333.333333,16,10.66666667,300,15,129.9966667,130.0033333,26.58,42.29333333,500,14,26.66666667,0.4,0.675890889,-11.25600952,47.52865659,3.615901429
32,165,1,600,200,0.3,59.96,139.98,130.0433333,24.545,49.75,6666.666667,3000,2000,24.545,49.75,600,300,40,0,0,86.295,45.025,129.985,24.6,47.66,1333.333333,16,10.66666667,300,15,130,130.0066667,26.58,42.305,500,14,26.66666667,0.4,0.642946425,-11.54281905,42.33783728,3.142066286
33,170,1,600,200,0.3,59.97,139.9833333,130.05,24.54666667,49.75,6666.666667,3000,2000,24.54666667,49.75,600,300,40,0,0,86.71333333,45.48666667,129.9833333,24.6,47.66,1333.333333,16,10.66666667,300,15,130.0033333,130.01,26.58,42.31666667,500,14,26.66666667,0.4,0.450449565,-11.07206667,32.36846208,1.614347143
34,175,1,600,200,0.3,59.98,139.9866667,130.0433333,24.54833333,49.75,6666.666667,3000,2000,24.54833333,49.75,600,300,40,0,0,87.13166667,45.94833333,129.9816667,24.6,47.66,1333.333333,16,10.66666667,300,15,130.0066667,130.0083333,26.58,42.32833333,500,14,26.66666667,0.4,0.65785123,-11.06400952,38.95506649,2.835333714
35,180,1,600,200,0.3,59.99,139.99,130.0366667,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,87.55,46.41,129.98,24.6,47.66,1333.333333,16,10.66666667,300,15,130.01,130.0066667,26.58,42.34,500,14,26.66666667,0.4,0.618798728,-10.38151429,37.16691464,2.38762781
36,185,1,600,200,0.3,59.98666667,139.9883333,130.03,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,87.94666667,46.89666667,129.9833333,24.59666667,47.655,1333.333333,16,10.66666667,300,15,130.0116667,130.005,26.58,42.335,500,14,26.66666667,0.4,0.467381285,-9.576733333,31.28777016,1.40043619
37,190,1,600,200,0.3,59.98333333,139.9866667,130.0233333,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,88.34333333,47.38333333,129.9866667,24.59333333,47.65,1333.333333,16,10.66666667,300,15,130.0133333,130.0033333,26.58,42.33,500,14,26.66666667,0.4,0.659597879,-10.09099048,42.73943428,2.844735
38,195,1,600,200,0.3,59.98,139.985,130.0166667,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,88.74,47.87,129.99,24.59,47.645,1333.333333,16,10.66666667,300,15,130.015,130.0016667,26.58,42.325,500,14,26.66666667,0.4,0.616158545,-8.840522857,36.41665846,1.983675
39,200,1,600,200,0.3,59.97666667,139.9833333,130.01,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,89.13666667,48.35666667,129.9933333,24.58666667,47.64,1333.333333,16,10.66666667,300,15,130.0166667,130,26.58,42.32,500,14,26.66666667,0.4,0.52772843,-9.013758095,31.79221168,1.512297143
40,225,2,600,200,0.3,59.985,139.975,130.0433333,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,90.71,50.695,130.005,24.58,47.63,1333.333333,16,10.66666667,300,15,130.015,129.9916667,26.58,42.275,500,14,26.66666667,0.4,0.339408673,-11.07281905,26.33817124,0.989844
41,230,2,600,200,0.3,59.99,139.9733333,130.05,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,90.97,51.15,130.0066667,24.58,47.63,1333.333333,16,10.66666667,300,15,130.0133333,129.99,26.58,42.26333333,500,14,26.66666667,0.4,0.668378787,-13.21879048,47.3963231,4.187540571
42,235,2,600,200,0.3,59.995,139.9716667,130.0483333,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,91.23,51.605,130.0083333,24.58,47.63,1333.333333,16,10.66666667,300,15,130.0116667,129.9883333,26.58,42.25166667,500,14,26.66666667,0.4,0.660283461,-14.2911619,45.34181033,4.278552
43,240,2,600,200,0.3,60,139.97,130.0466667,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,91.49,52.06,130.01,24.58,47.63,1333.333333,16,10.66666667,300,15,130.01,129.9866667,26.58,42.24,500,14,26.66666667,0.4,0.716741111,-12.91613333,60.78907798,5.627563333
44,245,2,600,200,0.3,59.99833333,139.9716667,130.045,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,91.44333333,52.495,130.01,24.58,47.63,1333.333333,16,10.66666667,300,15,130.0083333,129.985,26.58,42.245,500,14,26.66666667,0.4,0.681535804,-9.875295238,51.82415824,3.48795619
45,250,2,600,200,0.3,59.99666667,139.9733333,130.0433333,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,91.39666667,52.93,130.01,24.58,47.63,1333.333333,16,10.66666667,300,15,130.0066667,129.9833333,26.58,42.25,500,14,26.66666667,0.4,0.706842646,-13.00635238,56.58612797,5.202214286
46,255,2,600,200,0.3,59.995,139.975,130.0416667,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,91.35,53.365,130.01,24.58,47.63,1333.333333,16,10.66666667,300,15,130.005,129.9816667,26.58,42.255,500,14,26.66666667,0.4,0.457189277,-12.92630476,28.16645531,1.664572143
47,260,2,600,200,0.3,59.99333333,139.9766667,130.04,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,91.30333333,53.8,130.01,24.58,47.63,1333.333333,16,10.66666667,300,15,130.0033333,129.98,26.58,42.26,500,14,26.66666667,0.4,0.583340072,-13.34681905,40.65868407,3.165577143
48,265,2,600,200,0.3,59.99166667,139.9783333,130.0383333,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,91.25666667,54.235,130.01,24.58,47.63,1333.333333,16,10.66666667,300,15,130.0016667,129.985,26.58,42.265,500,14,26.66666667,0.4,0.6852148,-13.06655238,52.63928173,4.713002857
49,270,2,600,200,0.3,59.99,139.98,130.0366667,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,91.21,54.67,130.01,24.58,47.63,1333.333333,16,10.66666667,300,15,130,129.99,26.58,42.27,500,14,26.66666667,0.4,0.702091554,-12.8732,55.9494628,5.056804762
50,275,2,600,200,0.3,59.99333333,139.9816667,130.035,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,91.05333333,55.13333333,130.0083333,24.58,47.62333333,1333.333333,16,10.66666667,300,15,130.0016667,129.995,26.57833333,42.28166667,500,14,26.66666667,0.4,0.663059444,-13.90770476,47.00455588,4.334588571
51,280,2,600,200,0.3,59.99666667,139.9833333,130.0333333,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,90.89666667,55.59666667,130.0066667,24.58,47.61666667,1333.333333,16,10.66666667,300,15,130.0033333,130,26.57666667,42.29333333,500,14,26.66666667,0.4,0.669923345,-13.58917143,48.19302559,4.38735
52,285,2,600,200,0.3,60,139.985,130.0316667,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,90.74,56.06,130.005,24.58,47.61,1333.333333,16,10.66666667,300,15,130.005,130.005,26.575,42.305,500,14,26.66666667,0.4,0.702678806,-13.75598095,54.53823642,5.271685714
53,290,2,600,200,0.3,60.00333333,139.9866667,130.03,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,90.58333333,56.52333333,130.0033333,24.58,47.60333333,1333.333333,16,10.66666667,300,15,130.0066667,130.01,26.57333333,42.31666667,500,14,26.66666667,0.4,0.703796487,-14.1099619,55.13332809,5.475038095
54,295,2,600,200,0.3,60.00666667,139.9883333,130.0266667,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,90.42666667,56.98666667,130.0016667,24.58,47.59666667,1333.333333,16,10.66666667,300,15,130.0083333,130.0066667,26.57166667,42.32833333,500,14,26.66666667,0.4,0.25881372,-13.11415238,26.25881692,0.891256429
55,300,2,600,200,0.3,60.01,139.99,130.0233333,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,90.27,57.45,130,24.58,47.59,1333.333333,16,10.66666667,300,15,130.01,130.0033333,26.57,42.34,500,14,26.66666667,0.4,0.700378534,-15.0406381,53.57677368,5.643852381
56,305,2,600,200,0.3,60.00833333,139.9883333,130.02,24.54833333,49.75,6666.666667,3000,2000,24.54833333,49.75,600,300,40,0,0,90.085,57.90166667,130.0066667,24.58,47.59666667,1333.333333,16,10.66666667,300,15,130.0033333,130,26.57,42.35166667,500,14,26.66666667,0.4,0.329326693,-14.05694286,29.57478439,1.369113333
57,310,2,600,200,0.3,60.00666667,139.9866667,130.0166667,24.54666667,49.75,6666.666667,3000,2000,24.54666667,49.75,600,300,40,0,0,89.9,58.35333333,130.0133333,24.58,47.60333333,1333.333333,16,10.66666667,300,15,129.9966667,129.9966667,26.57,42.36333333,500,14,26.66666667,0.4,0.705590947,-15.35720952,55.05170746,5.965352381
58,315,2,600,200,0.3,60.005,139.985,130.0133333,24.545,49.75,6666.666667,3000,2000,24.545,49.75,600,300,40,0,0,89.715,58.805,130.02,24.58,47.61,1333.333333,16,10.66666667,300,15,129.99,129.9933333,26.57,42.375,500,14,26.66666667,0.4,0.674955479,-15.24928571,48.22585062,4.963688571
59,320,2,600,200,0.3,60.00333333,139.9833333,130.01,24.54333333,49.75,6666.666667,3000,2000,24.54333333,49.75,600,300,40,0,0,89.53,59.25666667,130.0266667,24.58,47.61666667,1333.333333,16,10.66666667,300,15,129.9833333,129.99,26.57,42.38666667,500,14,26.66666667,0.4,0.681798736,-15.766,49.07478358,5.275165714
60,325,2,600,200,0.3,60.00166667,139.9816667,130.005,24.54166667,49.75,6666.666667,3000,2000,24.54166667,49.75,600,300,40,0,0,89.345,59.70833333,130.0333333,24.58,47.62333333,1333.333333,16,10.66666667,300,15,129.9766667,129.9933333,26.57,42.39833333,500,14,26.66666667,0.4,0.672680996,-15.50544762,43.79102287,4.5675
61,330,2,600,200,0.3,60,139.98,130,24.54,49.75,6666.666667,3000,2000,24.54,49.75,600,300,40,0,0,89.16,60.16,130.04,24.58,47.63,1333.333333,16,10.66666667,300,15,129.97,129.9966667,26.57,42.41,500,14,26.66666667,0.4,0.694659976,-14.97630476,38.47822677,4.003059048
62,335,2,600,200,0.3,60.005,139.9666667,129.995,24.54166667,49.75,6666.666667,3000,2000,24.54166667,49.75,600,300,40,0,0,89.17833333,60.59,130.035,24.58,47.63,1333.333333,16,10.66666667,300,15,129.975,130,26.565,42.42666667,500,14,26.66666667,0.4,0.665563382,-14.98566667,44.56125591,4.4445
63,340,2,600,200,0.3,60.01,139.9533333,129.99,24.54333333,49.75,6666.666667,3000,2000,24.54333333,49.75,600,300,40,0,0,89.19666667,61.02,130.03,24.58,47.63,1333.333333,16,10.66666667,300,15,129.98,130.0033333,26.56,42.44333333,500,14,26.66666667,0.4,0.40529117,-12.46348571,35.95681887,1.816301429
64,345,2,600,200,0.3,60.015,139.94,129.985,24.545,49.75,6666.666667,3000,2000,24.545,49.75,600,300,40,0,0,89.215,61.45,130.025,24.58,47.63,1333.333333,16,10.66666667,300,15,129.985,130.0066667,26.555,42.46,500,14,26.66666667,0.4,0.461160585,-14.08433333,44.89286694,2.915854286
65,350,2,600,200,0.3,60.02,139.9266667,129.98,24.54666667,49.75,6666.666667,3000,2000,24.54666667,49.75,600,300,40,0,0,89.23333333,61.88,130.02,24.58,47.63,1333.333333,16,10.66666667,300,15,129.99,130.01,26.55,42.47666667,500,14,26.66666667,0.4,0.68081334,-14.6492381,48.58396362,4.845471429
66,355,2,600,200,0.3,60.025,139.9133333,129.98,24.54833333,49.75,6666.666667,3000,2000,24.54833333,49.75,600,300,40,0,0,89.25166667,62.31,130.015,24.58,47.63,1333.333333,16,10.66666667,300,15,129.995,130.01,26.545,42.49333333,500,14,26.66666667,0.4,0.659287448,-13.49140952,46.44709592,4.131337714
67,360,2,600,200,0.3,60.03,139.9,129.98,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,89.27,62.74,130.01,24.58,47.63,1333.333333,16,10.66666667,300,15,130,130.01,26.54,42.51,500,14,26.66666667,0.4,0.676549076,-12.90284762,50.67439725,4.423575714
68,365,2,600,200,0.3,60.02666667,139.9,129.98,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,89.56,63.16166667,130.0183333,24.58,47.64,1333.333333,16,10.66666667,300,15,129.9883333,130.01,26.53833333,42.52166667,500,14,26.66666667,0.4,0.67904824,-12.53629524,50.42281302,4.292367619
69,370,2,600,200,0.3,60.02333333,139.9,129.98,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,89.85,63.58333333,130.0266667,24.58,47.65,1333.333333,16,10.66666667,300,15,129.9766667,130.01,26.53666667,42.53333333,500,14,26.66666667,0.4,0.510643031,-11.90824762,29.18369516,1.774620714
70,375,2,600,200,0.3,60.02,139.9,129.98,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,90.14,64.005,130.035,24.58,47.66,1333.333333,16,10.66666667,300,15,129.965,130.01,26.535,42.545,500,14,26.66666667,0.4,0.672582101,-12.99832381,47.33157237,4.137934286
71,380,2,600,200,0.3,60.01666667,139.9,129.98,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,90.43,64.42666667,130.0433333,24.58,47.67,1333.333333,16,10.66666667,300,15,129.9533333,130.01,26.53333333,42.55666667,500,14,26.66666667,0.4,0.670304309,-13.97930476,46.88276555,4.393097143
72,385,2,600,200,0.3,60.01333333,139.9,129.9833333,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,90.72,64.84833333,130.0516667,24.58,47.68,1333.333333,16,10.66666667,300,15,129.9416667,130.0116667,26.53166667,42.56833333,500,14,26.66666667,0.4,0.690466176,-13.63428571,46.00239421,4.330671429
73,390,2,600,200,0.3,60.01,139.9,129.9866667,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,91.01,65.27,130.06,24.58,47.69,1333.333333,16,10.66666667,300,15,129.93,130.0133333,26.53,42.58,500,14,26.66666667,0.4,0.458917474,-14.00825714,34.69134243,2.230179429
74,395,2,600,200,0.3,60.01166667,139.9016667,129.99,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,91.34166667,65.71333333,130.0533333,24.58,47.70666667,1333.333333,16,10.66666667,300,15,129.9466667,130.015,26.52833333,42.585,500,14,26.66666667,0.4,0.709144218,-14.19710476,44.94677019,4.525148571
75,400,2,600,200,0.3,60.01333333,139.9033333,129.9933333,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,91.67333333,66.15666667,130.0466667,24.58,47.72333333,1333.333333,16,10.66666667,300,15,129.9633333,130.0166667,26.52666667,42.59,500,14,26.66666667,0.4,0.706814225,-16.72839048,52.79762067,6.242719048
76,405,2,600,200,0.3,60.015,139.905,129.9966667,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,92.005,66.6,130.04,24.58,47.74,1333.333333,16,10.66666667,300,15,129.98,130.0183333,26.525,42.595,500,14,26.66666667,0.4,0.711765972,-17.3538,56.02979344,6.920712857
77,410,2,600,200,0.3,60.01666667,139.9066667,130,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,92.33666667,67.04333333,130.0333333,24.58,47.75666667,1333.333333,16,10.66666667,300,15,129.9966667,130.02,26.52333333,42.6,500,14,26.66666667,0.4,0.679288833,-17.51633333,43.04369995,5.121619048
78,415,2,600,200,0.3,60.01833333,139.9083333,130,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,92.66833333,67.48666667,130.0266667,24.58,47.77333333,1333.333333,16,10.66666667,300,15,130.0133333,130.0166667,26.52166667,42.605,500,14,26.66666667,0.4,0.689695284,-17.42480952,53.34745509,6.411195238
79,420,2,600,200,0.3,60.02,139.91,130,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,93,67.93,130.02,24.58,47.79,1333.333333,16,10.66666667,300,15,130.03,130.0133333,26.52,42.61,500,14,26.66666667,0.4,0.642249481,-17.8524381,42.833822,4.911205714
80,445,3,600,200,0.3,59.97833333,139.9016667,129.9983333,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,93.375,70.07166667,129.995,24.58,47.765,1333.333333,16,10.66666667,300,15,129.9883333,130,26.495,42.66833333,500,14,26.66666667,0.4,0.682782702,-17.12158095,55.8841308,6.533033333
81,450,3,600,200,0.3,59.97,139.9,129.9966667,24.55,49.75,6666.666667,3000,2000,24.55,49.75,600,300,40,0,0,93.45,70.5,129.99,24.58,47.76,1333.333333,16,10.66666667,300,15,129.98,130,26.49,42.68,500,14,26.66666667,0.4,0.655170293,-16.76377143,60.27129258,6.619671429
